
Dendrite Position Reference Frame
 ==================== 
Dendrite Position X Reference Frame,Dendrite Position Y Reference Frame,Dendrite Position Z Reference Frame,Unit,Category,Collection,Depth,Level,ReferenceFrame,Time,FilamentID,ID,
57.2976,134.512,0.446691,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000036,510000001053,
79.5659,111.637,0.445746,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000037,510000001108,
-4.91633,96.955,4.21061,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000038,510000001153,
0.222215,89.6156,3.78634,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000039,510000001182,
59.0296,61.0927,5.03932,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000040,510000001207,
56.2103,61.3311,5.45206,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000041,510000001219,
69.8636,47.744,7.98279,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000042,510000001238,
19.2874,102.714,2.17703,um,Dendrite,Dendrite Position Reference Frame,1,1,Reference Frame 1,1,100000003,510000000051,
19.7824,104.03,2.23065,um,Dendrite,Dendrite Position Reference Frame,1,1,Reference Frame 1,1,100000003,510000000075,
21.1997,103.717,2.22983,um,Dendrite,Dendrite Position Reference Frame,1,1,Reference Frame 1,1,100000003,510000000087,
