
Dendrite Orientation Angle
 ==================== 
Dendrite Orientation Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
99.3295,°,Dendrite,0,1,43,100000063,510000001099,
-146.599,°,Dendrite,0,1,44,100000064,510000001116,
68.0615,°,Dendrite,0,1,44,100000065,510000001164,
57.5674,°,Dendrite,0,1,45,100000066,510000001181,
126.69,°,Dendrite,0,1,46,100000067,510000001199,
117.924,°,Dendrite,0,1,47,100000068,510000001221,
84.982,°,Dendrite,0,1,48,100000069,510000001240,
93.1397,°,Dendrite,0,1,49,100000070,510000001258,
129.588,°,Dendrite,0,1,50,100000071,510000001275,
-162.89,°,Dendrite,0,1,51,100000072,510000001298,
-171.791,°,Dendrite,0,1,52,100000073,510000001352,
-57.2157,°,Dendrite,0,1,55,100000074,510000001380,
-63.6346,°,Dendrite,0,1,56,100000075,510000001397,
-83.741,°,Dendrite,0,1,57,100000076,510000001408,
-95.3492,°,Dendrite,0,1,58,100000077,510000001415,
-77.589,°,Dendrite,0,1,59,100000078,510000001423,
-81.2206,°,Dendrite,0,1,60,100000079,510000001429,
-89.2011,°,Dendrite,0,1,61,100000080,510000001437,
-8.92181,°,Dendrite,0,1,63,100000081,510000001454,
-34.0019,°,Dendrite,0,1,64,100000082,510000001497,
-51.3402,°,Dendrite,0,1,65,100000083,510000001502,
-37.6942,°,Dendrite,0,1,66,100000084,510000001505,
-76.8528,°,Dendrite,0,1,68,100000085,510000001509,
-118.381,°,Dendrite,0,1,68,100000086,510000001534,
19.9338,°,Dendrite,0,1,69,100000087,510000001567,
-119.018,°,Dendrite,0,1,69,100000088,510000001629,
-122.738,°,Dendrite,0,1,69,100000089,510000001709,
-52.7521,°,Dendrite,0,1,69,100000090,510000001759,
-128.858,°,Dendrite,0,1,70,100000091,510000001775,
-72.2264,°,Dendrite,0,1,70,100000092,510000001800,
122.327,°,Dendrite,0,1,71,100000093,510000001817,
179.499,°,Dendrite,0,1,71,100000094,510000001850,
-69.706,°,Dendrite,0,1,71,100000095,510000001868,
-73.2308,°,Dendrite,0,1,72,100000096,510000001884,
83.7356,°,Dendrite,0,1,73,100000097,510000001916,
-84.8105,°,Dendrite,0,1,73,100000098,510000001950,
78.1699,°,Dendrite,0,1,74,100000099,510000001995,
-90.904,°,Dendrite,0,1,74,100000100,510000002020,
-84.5016,°,Dendrite,0,1,75,100000101,510000002073,
-78.791,°,Dendrite,0,1,76,100000102,510000002126,
-78.8242,°,Dendrite,0,1,77,100000103,510000002169,
-80.1211,°,Dendrite,0,1,78,100000104,510000002216,
-81.7599,°,Dendrite,0,1,79,100000105,510000002262,
-88.768,°,Dendrite,0,1,80,100000106,510000002300,
-69.3484,°,Dendrite,0,1,81,100000107,510000002339,
26.7311,°,Dendrite,0,1,84,100000108,510000002373,
11.2681,°,Dendrite,0,1,85,100000109,510000002404,
62.8003,°,Dendrite,0,1,85,100000110,510000002425,
-20.9418,°,Dendrite,0,1,93,100000111,510000002448,
-21.4514,°,Dendrite,0,1,94,100000112,510000002475,
-1.90427,°,Dendrite,0,1,95,100000113,510000002501,
42.6548,°,Dendrite,0,1,97,100000114,510000002525,
39.9559,°,Dendrite,0,1,98,100000115,510000002550,
35.9104,°,Dendrite,0,1,99,100000116,510000002591,
43.6551,°,Dendrite,0,1,100,100000117,510000002636,
41.7501,°,Dendrite,0,1,101,100000118,510000002691,
40.3944,°,Dendrite,0,1,102,100000119,510000002747,
36.0071,°,Dendrite,0,1,103,100000120,510000002803,
32.7387,°,Dendrite,0,1,104,100000121,510000002855,
27.8156,°,Dendrite,0,1,105,100000122,510000002893,
28.3685,°,Dendrite,0,1,106,100000123,510000002936,
26.3764,°,Dendrite,0,1,107,100000124,510000002973,
-30.8498,°,Dendrite,0,1,125,100000125,510000003010,
-80.1737,°,Dendrite,0,1,126,100000126,510000003014,
